region	chr	midPos	Nsites
(497998,498497)(498000,498499)(498000,498500)	Mt	498250	501	0.033608
(498098,498597)(498100,498599)(498100,498600)	Mt	498350	501	0.035247
(498198,498697)(498200,498699)(498200,498700)	Mt	498450	501	0.036010
(498298,498797)(498300,498799)(498300,498800)	Mt	498550	501	0.032853
(498398,498897)(498400,498899)(498400,498900)	Mt	498650	501	0.032041
(498498,498997)(498500,498999)(498500,499000)	Mt	498750	501	0.031105
(498598,499097)(498600,499099)(498600,499100)	Mt	498850	501	0.029924
(498698,499197)(498700,499199)(498700,499200)	Mt	498950	501	0.027896
(498798,499297)(498800,499299)(498800,499300)	Mt	499050	501	0.028203
(498898,499397)(498900,499399)(498900,499400)	Mt	499150	501	0.029505
(498998,499497)(499000,499499)(499000,499500)	Mt	499250	501	0.032256
(499098,499597)(499100,499599)(499100,499600)	Mt	499350	501	0.028237
(499198,499697)(499200,499699)(499200,499700)	Mt	499450	501	0.028593
(499298,499797)(499300,499799)(499300,499800)	Mt	499550	501	0.029902
(499398,499897)(499400,499899)(499400,499900)	Mt	499650	501	0.028154
(499498,499997)(499500,499999)(499500,500000)	Mt	499750	501	0.027313
(499598,500097)(499600,500099)(499600,500100)	Mt	499850	501	0.029349
(499698,500197)(499700,500199)(499700,500200)	Mt	499950	501	0.031389
(499798,500297)(499800,500299)(499800,500300)	Mt	500050	501	0.030209
(499898,500397)(499900,500399)(499900,500400)	Mt	500150	501	0.029979
(499998,500497)(500000,500499)(500000,500500)	Mt	500250	501	0.028005
(500098,500597)(500100,500599)(500100,500600)	Mt	500350	501	0.027058
(500198,500697)(500200,500699)(500200,500700)	Mt	500450	501	0.026957
(500298,500797)(500300,500799)(500300,500800)	Mt	500550	501	0.026639
(500398,500897)(500400,500899)(500400,500900)	Mt	500650	501	0.026369
(500498,500997)(500500,500999)(500500,501000)	Mt	500750	501	0.025660
(500598,501097)(500600,501099)(500600,501100)	Mt	500850	501	0.028156
(500698,501197)(500700,501199)(500700,501200)	Mt	500950	501	0.028581
(500798,501297)(500800,501299)(500800,501300)	Mt	501050	501	0.026361
(500898,501397)(500900,501399)(500900,501400)	Mt	501150	501	0.027212
(500998,501497)(501000,501499)(501000,501500)	Mt	501250	501	0.027544
(501098,501597)(501100,501599)(501100,501600)	Mt	501350	501	0.027823
(501198,501697)(501200,501699)(501200,501700)	Mt	501450	501	0.026806
(501298,501797)(501300,501799)(501300,501800)	Mt	501550	501	0.029808
(501398,501897)(501400,501899)(501400,501900)	Mt	501650	501	0.029279
(501498,501997)(501500,501999)(501500,502000)	Mt	501750	501	0.030373
(501598,502097)(501600,502099)(501600,502100)	Mt	501850	501	0.029050
(501698,502197)(501700,502199)(501700,502200)	Mt	501950	501	0.030179
(501798,502297)(501800,502299)(501800,502300)	Mt	502050	501	0.032562
(501898,502397)(501900,502399)(501900,502400)	Mt	502150	501	0.037581
(501998,502497)(502000,502499)(502000,502500)	Mt	502250	501	0.035836
(502098,502597)(502100,502599)(502100,502600)	Mt	502350	501	0.032249
(502198,502697)(502200,502699)(502200,502700)	Mt	502450	501	0.030165
(502298,502797)(502300,502799)(502300,502800)	Mt	502550	501	0.026342
(502398,502897)(502400,502899)(502400,502900)	Mt	502650	501	0.021098
(502498,502997)(502500,502999)(502500,503000)	Mt	502750	501	0.022932
(502598,503097)(502600,503099)(502600,503100)	Mt	502850	501	0.026037
(502698,503197)(502700,503199)(502700,503200)	Mt	502950	501	0.025491
(502798,503297)(502800,503299)(502800,503300)	Mt	503050	501	0.025903
(502898,503397)(502900,503399)(502900,503400)	Mt	503150	501	0.026974
(502998,503497)(503000,503499)(503000,503500)	Mt	503250	501	0.025173
(503098,503597)(503100,503599)(503100,503600)	Mt	503350	501	0.025699
(503198,503697)(503200,503699)(503200,503700)	Mt	503450	501	0.030119
(503298,503797)(503300,503799)(503300,503800)	Mt	503550	501	0.031096
(503398,503897)(503400,503899)(503400,503900)	Mt	503650	501	0.028101
(503498,503997)(503500,503999)(503500,504000)	Mt	503750	501	0.028445
(503598,504097)(503600,504099)(503600,504100)	Mt	503850	501	0.030400
(503698,504197)(503700,504199)(503700,504200)	Mt	503950	501	0.027621
(503798,504297)(503800,504299)(503800,504300)	Mt	504050	501	0.026763
(503898,504397)(503900,504399)(503900,504400)	Mt	504150	501	0.027829
(503998,504497)(504000,504499)(504000,504500)	Mt	504250	501	0.027392
(504098,504597)(504100,504599)(504100,504600)	Mt	504350	501	0.024385
(504198,504697)(504200,504699)(504200,504700)	Mt	504450	501	0.023942
(504298,504797)(504300,504799)(504300,504800)	Mt	504550	501	0.027634
(504398,504897)(504400,504899)(504400,504900)	Mt	504650	501	0.028976
(504498,504997)(504500,504999)(504500,505000)	Mt	504750	501	0.028050
(504598,505097)(504600,505099)(504600,505100)	Mt	504850	501	0.030008
(504698,505197)(504700,505199)(504700,505200)	Mt	504950	501	0.028942
(504798,505297)(504800,505299)(504800,505300)	Mt	505050	501	0.027259
(504898,505397)(504900,505399)(504900,505400)	Mt	505150	501	0.026686
(504998,505497)(505000,505499)(505000,505500)	Mt	505250	501	0.028612
(505098,505597)(505100,505599)(505100,505600)	Mt	505350	501	0.029769
(505198,505697)(505200,505699)(505200,505700)	Mt	505450	501	0.029084
(505298,505797)(505300,505799)(505300,505800)	Mt	505550	501	0.028536
(505398,505897)(505400,505899)(505400,505900)	Mt	505650	501	0.028526
(505498,505997)(505500,505999)(505500,506000)	Mt	505750	501	0.027419
(505598,506097)(505600,506099)(505600,506100)	Mt	505850	501	0.025091
(505698,506197)(505700,506199)(505700,506200)	Mt	505950	501	0.029573
(505798,506297)(505800,506299)(505800,506300)	Mt	506050	501	0.031234
(505898,506397)(505900,506399)(505900,506400)	Mt	506150	501	0.035121
(505998,506497)(506000,506499)(506000,506500)	Mt	506250	501	0.035989
(506098,506597)(506100,506599)(506100,506600)	Mt	506350	501	0.035728
(506198,506697)(506200,506699)(506200,506700)	Mt	506450	501	0.032653
(506298,506797)(506300,506799)(506300,506800)	Mt	506550	501	0.031978
(506398,506897)(506400,506899)(506400,506900)	Mt	506650	501	0.029525
(506498,506997)(506500,506999)(506500,507000)	Mt	506750	501	0.029805
(506598,507097)(506600,507099)(506600,507100)	Mt	506850	501	0.031353
(506698,507197)(506700,507199)(506700,507200)	Mt	506950	501	0.032951
(506798,507297)(506800,507299)(506800,507300)	Mt	507050	501	0.031802
(506898,507397)(506900,507399)(506900,507400)	Mt	507150	501	0.032498
(506998,507497)(507000,507499)(507000,507500)	Mt	507250	501	0.032352
(507098,507597)(507100,507599)(507100,507600)	Mt	507350	501	0.033408
(507198,507697)(507200,507699)(507200,507700)	Mt	507450	501	0.034976
(507298,507797)(507300,507799)(507300,507800)	Mt	507550	501	0.032950
(507398,507897)(507400,507899)(507400,507900)	Mt	507650	501	0.029727
(507498,507997)(507500,507999)(507500,508000)	Mt	507750	501	0.030666
(507598,508097)(507600,508099)(507600,508100)	Mt	507850	501	0.027267
(507698,508197)(507700,508199)(507700,508200)	Mt	507950	501	0.025362
(507798,508297)(507800,508299)(507800,508300)	Mt	508050	501	0.027808
(507898,508397)(507900,508399)(507900,508400)	Mt	508150	501	0.032027
(507998,508497)(508000,508499)(508000,508500)	Mt	508250	501	0.030001
(508098,508597)(508100,508599)(508100,508600)	Mt	508350	501	0.030758
(508198,508697)(508200,508699)(508200,508700)	Mt	508450	501	0.029888
(508298,508797)(508300,508799)(508300,508800)	Mt	508550	501	0.028704
(508398,508897)(508400,508899)(508400,508900)	Mt	508650	501	0.026015
(508498,508997)(508500,508999)(508500,509000)	Mt	508750	501	0.026952
(508598,509097)(508600,509099)(508600,509100)	Mt	508850	501	0.026285
(508698,509197)(508700,509199)(508700,509200)	Mt	508950	501	0.027127
(508798,509297)(508800,509299)(508800,509300)	Mt	509050	501	0.025127
(508898,509397)(508900,509399)(508900,509400)	Mt	509150	501	0.026123
(508998,509497)(509000,509499)(509000,509500)	Mt	509250	501	0.023456
(509098,509597)(509100,509599)(509100,509600)	Mt	509350	501	0.025062
(509198,509697)(509200,509699)(509200,509700)	Mt	509450	501	0.023418
(509298,509797)(509300,509799)(509300,509800)	Mt	509550	501	0.025318
(509398,509897)(509400,509899)(509400,509900)	Mt	509650	501	0.025342
(509498,509997)(509500,509999)(509500,510000)	Mt	509750	501	0.027463
(509598,510097)(509600,510099)(509600,510100)	Mt	509850	501	0.025090
(509698,510197)(509700,510199)(509700,510200)	Mt	509950	501	0.027544
(509798,510297)(509800,510299)(509800,510300)	Mt	510050	501	0.029028
(509898,510397)(509900,510399)(509900,510400)	Mt	510150	501	0.030305
(509998,510497)(510000,510499)(510000,510500)	Mt	510250	501	0.029414
(510098,510597)(510100,510599)(510100,510600)	Mt	510350	501	0.030037
(510198,510697)(510200,510699)(510200,510700)	Mt	510450	501	0.030025
(510298,510797)(510300,510799)(510300,510800)	Mt	510550	501	0.025862
(510398,510897)(510400,510899)(510400,510900)	Mt	510650	501	0.025698
(510498,510997)(510500,510999)(510500,511000)	Mt	510750	501	0.027778
(510598,511097)(510600,511099)(510600,511100)	Mt	510850	501	0.028348
(510698,511197)(510700,511199)(510700,511200)	Mt	510950	501	0.027987
(510798,511297)(510800,511299)(510800,511300)	Mt	511050	501	0.033577
(510898,511397)(510900,511399)(510900,511400)	Mt	511150	501	0.031300
(510998,511497)(511000,511499)(511000,511500)	Mt	511250	501	0.029002
(511098,511597)(511100,511599)(511100,511600)	Mt	511350	501	0.028602
(511198,511697)(511200,511699)(511200,511700)	Mt	511450	501	0.028391
(511298,511797)(511300,511799)(511300,511800)	Mt	511550	501	0.024670
(511398,511897)(511400,511899)(511400,511900)	Mt	511650	501	0.023192
(511498,511997)(511500,511999)(511500,512000)	Mt	511750	501	0.023847
(511598,512097)(511600,512099)(511600,512100)	Mt	511850	501	0.024742
(511698,512197)(511700,512199)(511700,512200)	Mt	511950	501	0.023384
(511798,512297)(511800,512299)(511800,512300)	Mt	512050	501	0.027203
(511898,512397)(511900,512399)(511900,512400)	Mt	512150	501	0.029474
(511998,512497)(512000,512499)(512000,512500)	Mt	512250	501	0.031721
(512098,512597)(512100,512599)(512100,512600)	Mt	512350	501	0.034647
(512198,512697)(512200,512699)(512200,512700)	Mt	512450	501	0.035933
(512298,512797)(512300,512799)(512300,512800)	Mt	512550	501	0.031441
(512398,512897)(512400,512899)(512400,512900)	Mt	512650	501	0.033580
(512498,512997)(512500,512999)(512500,513000)	Mt	512750	501	0.029880
(512598,513097)(512600,513099)(512600,513100)	Mt	512850	501	0.026360
(512698,513197)(512700,513199)(512700,513200)	Mt	512950	501	0.026653
(512798,513297)(512800,513299)(512800,513300)	Mt	513050	501	0.029161
(512898,513397)(512900,513399)(512900,513400)	Mt	513150	501	0.027250
(512998,513497)(513000,513499)(513000,513500)	Mt	513250	501	0.028707
(513098,513597)(513100,513599)(513100,513600)	Mt	513350	501	0.030004
(513198,513697)(513200,513699)(513200,513700)	Mt	513450	501	0.028251
(513298,513797)(513300,513799)(513300,513800)	Mt	513550	501	0.028775
(513398,513897)(513400,513899)(513400,513900)	Mt	513650	501	0.030763
(513498,513997)(513500,513999)(513500,514000)	Mt	513750	501	0.030650
(513598,514097)(513600,514099)(513600,514100)	Mt	513850	501	0.027811
(513698,514197)(513700,514199)(513700,514200)	Mt	513950	501	0.028482
(513798,514297)(513800,514299)(513800,514300)	Mt	514050	501	0.028480
(513898,514397)(513900,514399)(513900,514400)	Mt	514150	501	0.027483
(513998,514497)(514000,514499)(514000,514500)	Mt	514250	501	0.028381
(514098,514597)(514100,514599)(514100,514600)	Mt	514350	501	0.029247
(514198,514697)(514200,514699)(514200,514700)	Mt	514450	501	0.028606
(514298,514797)(514300,514799)(514300,514800)	Mt	514550	501	0.028401
(514398,514897)(514400,514899)(514400,514900)	Mt	514650	501	0.027680
(514498,514997)(514500,514999)(514500,515000)	Mt	514750	501	0.031872
(514598,515097)(514600,515099)(514600,515100)	Mt	514850	501	0.032060
(514698,515197)(514700,515199)(514700,515200)	Mt	514950	501	0.030157
(514798,515297)(514800,515299)(514800,515300)	Mt	515050	501	0.029317
(514898,515397)(514900,515399)(514900,515400)	Mt	515150	501	0.028709
(514998,515497)(515000,515499)(515000,515500)	Mt	515250	501	0.023777
(515098,515597)(515100,515599)(515100,515600)	Mt	515350	501	0.026370
(515198,515697)(515200,515699)(515200,515700)	Mt	515450	501	0.029684
(515298,515797)(515300,515799)(515300,515800)	Mt	515550	501	0.032170
(515398,515897)(515400,515899)(515400,515900)	Mt	515650	501	0.030623
(515498,515997)(515500,515999)(515500,516000)	Mt	515750	501	0.030662
(515598,516097)(515600,516099)(515600,516100)	Mt	515850	501	0.032007
(515698,516197)(515700,516199)(515700,516200)	Mt	515950	501	0.032353
(515798,516297)(515800,516299)(515800,516300)	Mt	516050	501	0.029497
(515898,516397)(515900,516399)(515900,516400)	Mt	516150	501	0.033424
(515998,516497)(516000,516499)(516000,516500)	Mt	516250	501	0.032607
(516098,516597)(516100,516599)(516100,516600)	Mt	516350	501	0.033589
(516198,516697)(516200,516699)(516200,516700)	Mt	516450	501	0.033923
(516298,516797)(516300,516799)(516300,516800)	Mt	516550	501	0.031261
(516398,516897)(516400,516899)(516400,516900)	Mt	516650	501	0.028263
(516498,516997)(516500,516999)(516500,517000)	Mt	516750	501	0.028673
(516598,517097)(516600,517099)(516600,517100)	Mt	516850	501	0.024892
(516698,517197)(516700,517199)(516700,517200)	Mt	516950	501	0.021294
(516798,517297)(516800,517299)(516800,517300)	Mt	517050	501	0.024632
(516898,517397)(516900,517399)(516900,517400)	Mt	517150	501	0.023919
(516998,517497)(517000,517499)(517000,517500)	Mt	517250	501	0.021570
(517098,517597)(517100,517599)(517100,517600)	Mt	517350	501	0.023562
(517198,517697)(517200,517699)(517200,517700)	Mt	517450	501	0.025120
(517298,517797)(517300,517799)(517300,517800)	Mt	517550	501	0.024134
(517398,517897)(517400,517899)(517400,517900)	Mt	517650	501	0.026426
(517498,517997)(517500,517999)(517500,518000)	Mt	517750	501	0.029663
(517598,518097)(517600,518099)(517600,518100)	Mt	517850	501	0.027658
(517698,518197)(517700,518199)(517700,518200)	Mt	517950	501	0.028161
(517798,518297)(517800,518299)(517800,518300)	Mt	518050	501	0.026153
(517898,518397)(517900,518399)(517900,518400)	Mt	518150	501	0.024697
(517998,518497)(518000,518499)(518000,518500)	Mt	518250	501	0.023594
(518098,518597)(518100,518599)(518100,518600)	Mt	518350	501	0.022572
(518198,518697)(518200,518699)(518200,518700)	Mt	518450	501	0.023051
(518298,518797)(518300,518799)(518300,518800)	Mt	518550	501	0.023895
(518398,518897)(518400,518899)(518400,518900)	Mt	518650	501	0.024961
(518498,518997)(518500,518999)(518500,519000)	Mt	518750	501	0.024420
(518598,519097)(518600,519099)(518600,519100)	Mt	518850	501	0.024256
(518698,519197)(518700,519199)(518700,519200)	Mt	518950	501	0.026443
(518798,519297)(518800,519299)(518800,519300)	Mt	519050	501	0.029877
(518898,519397)(518900,519399)(518900,519400)	Mt	519150	501	0.028121
(518998,519497)(519000,519499)(519000,519500)	Mt	519250	501	0.033297
(519098,519597)(519100,519599)(519100,519600)	Mt	519350	501	0.034244
(519198,519697)(519200,519699)(519200,519700)	Mt	519450	501	0.031214
(519298,519797)(519300,519799)(519300,519800)	Mt	519550	501	0.026111
(519398,519897)(519400,519899)(519400,519900)	Mt	519650	501	0.025163
(519498,519997)(519500,519999)(519500,520000)	Mt	519750	501	0.021190
(519598,520097)(519600,520099)(519600,520100)	Mt	519850	501	0.021408
(519698,520197)(519700,520199)(519700,520200)	Mt	519950	501	0.021025
(519798,520297)(519800,520299)(519800,520300)	Mt	520050	501	0.023662
(519898,520397)(519900,520399)(519900,520400)	Mt	520150	501	0.027710
(519998,520497)(520000,520499)(520000,520500)	Mt	520250	501	0.027511
(520098,520597)(520100,520599)(520100,520600)	Mt	520350	501	0.029678
(520198,520697)(520200,520699)(520200,520700)	Mt	520450	501	0.030898
(520298,520797)(520300,520799)(520300,520800)	Mt	520550	501	0.032450
(520398,520897)(520400,520899)(520400,520900)	Mt	520650	501	0.029410
(520498,520997)(520500,520999)(520500,521000)	Mt	520750	501	0.029414
(520598,521097)(520600,521099)(520600,521100)	Mt	520850	501	0.027390
(520698,521197)(520700,521199)(520700,521200)	Mt	520950	501	0.027742
(520798,521297)(520800,521299)(520800,521300)	Mt	521050	501	0.026564
(520898,521397)(520900,521399)(520900,521400)	Mt	521150	501	0.030072
(520998,521497)(521000,521499)(521000,521500)	Mt	521250	501	0.030436
(521098,521597)(521100,521599)(521100,521600)	Mt	521350	501	0.032501
(521198,521697)(521200,521699)(521200,521700)	Mt	521450	501	0.030031
(521298,521797)(521300,521799)(521300,521800)	Mt	521550	501	0.028132
(521398,521897)(521400,521899)(521400,521900)	Mt	521650	501	0.026707
(521498,521997)(521500,521999)(521500,522000)	Mt	521750	501	0.030190
(521598,522097)(521600,522099)(521600,522100)	Mt	521850	501	0.031392
(521698,522197)(521700,522199)(521700,522200)	Mt	521950	501	0.032483
(521798,522297)(521800,522299)(521800,522300)	Mt	522050	501	0.033293
(521898,522397)(521900,522399)(521900,522400)	Mt	522150	501	0.034113
(521998,522497)(522000,522499)(522000,522500)	Mt	522250	501	0.029119
(522098,522597)(522100,522599)(522100,522600)	Mt	522350	501	0.025298
(522198,522697)(522200,522699)(522200,522700)	Mt	522450	501	0.027906
(522298,522797)(522300,522799)(522300,522800)	Mt	522550	501	0.029095
(522398,522897)(522400,522899)(522400,522900)	Mt	522650	501	0.025100
(522498,522997)(522500,522999)(522500,523000)	Mt	522750	501	0.026510
(522598,523097)(522600,523099)(522600,523100)	Mt	522850	501	0.026105
(522698,523197)(522700,523199)(522700,523200)	Mt	522950	501	0.024482
(522798,523297)(522800,523299)(522800,523300)	Mt	523050	501	0.023844
(522898,523397)(522900,523399)(522900,523400)	Mt	523150	501	0.027636
(522998,523497)(523000,523499)(523000,523500)	Mt	523250	501	0.028066
(523098,523597)(523100,523599)(523100,523600)	Mt	523350	501	0.039006
(523198,523697)(523200,523699)(523200,523700)	Mt	523450	501	0.046658
(523298,523797)(523300,523799)(523300,523800)	Mt	523550	501	0.053535
(523398,523897)(523400,523899)(523400,523900)	Mt	523650	501	0.053300
(523498,523997)(523500,523999)(523500,524000)	Mt	523750	501	0.051748
(523598,524097)(523600,524099)(523600,524100)	Mt	523850	501	0.051421
(523698,524197)(523700,524199)(523700,524200)	Mt	523950	501	0.051853
(523798,524297)(523800,524299)(523800,524300)	Mt	524050	501	0.049970
(523898,524397)(523900,524399)(523900,524400)	Mt	524150	501	0.048540
(523998,524497)(524000,524499)(524000,524500)	Mt	524250	501	0.048744
(524098,524597)(524100,524599)(524100,524600)	Mt	524350	501	0.051069
(524198,524697)(524200,524699)(524200,524700)	Mt	524450	501	0.050431
(524298,524797)(524300,524799)(524300,524800)	Mt	524550	501	0.049637
(524398,524897)(524400,524899)(524400,524900)	Mt	524650	501	0.049809
(524498,524997)(524500,524999)(524500,525000)	Mt	524750	501	0.051101
(524598,525097)(524600,525099)(524600,525100)	Mt	524850	501	0.049541
(524698,525197)(524700,525199)(524700,525200)	Mt	524950	501	0.050080
(524798,525297)(524800,525299)(524800,525300)	Mt	525050	501	0.053720
(524898,525397)(524900,525399)(524900,525400)	Mt	525150	501	0.057420
(524998,525497)(525000,525499)(525000,525500)	Mt	525250	501	0.056440
(525098,525597)(525100,525599)(525100,525600)	Mt	525350	501	0.057854
(525198,525697)(525200,525699)(525200,525700)	Mt	525450	501	0.060521
(525298,525797)(525300,525799)(525300,525800)	Mt	525550	501	0.060359
(525398,525897)(525400,525899)(525400,525900)	Mt	525650	501	0.058509
(525498,525997)(525500,525999)(525500,526000)	Mt	525750	501	0.061670
(525598,526097)(525600,526099)(525600,526100)	Mt	525850	501	0.061022
(525698,526197)(525700,526199)(525700,526200)	Mt	525950	501	0.058067
(525798,526297)(525800,526299)(525800,526300)	Mt	526050	501	0.060318
(525898,526397)(525900,526399)(525900,526400)	Mt	526150	501	0.060071
(525998,526497)(526000,526499)(526000,526500)	Mt	526250	501	0.060952
(526098,526597)(526100,526599)(526100,526600)	Mt	526350	501	0.060387
(526198,526697)(526200,526699)(526200,526700)	Mt	526450	501	0.060557
(526298,526797)(526300,526799)(526300,526800)	Mt	526550	501	0.060988
(526398,526897)(526400,526899)(526400,526900)	Mt	526650	501	0.060942
(526498,526997)(526500,526999)(526500,527000)	Mt	526750	501	0.057110
(526598,527097)(526600,527099)(526600,527100)	Mt	526850	501	0.057691
(526698,527197)(526700,527199)(526700,527200)	Mt	526950	501	0.057262
(526798,527297)(526800,527299)(526800,527300)	Mt	527050	501	0.050055
(526898,527397)(526900,527399)(526900,527400)	Mt	527150	501	0.054925
(526998,527497)(527000,527499)(527000,527500)	Mt	527250	501	0.058360
(527098,527597)(527100,527599)(527100,527600)	Mt	527350	501	0.058296
(527198,527697)(527200,527699)(527200,527700)	Mt	527450	501	0.059558
(527298,527797)(527300,527799)(527300,527800)	Mt	527550	501	0.059527
(527398,527897)(527400,527899)(527400,527900)	Mt	527650	501	0.058838
(527498,527997)(527500,527999)(527500,528000)	Mt	527750	501	0.055159
(527598,528097)(527600,528099)(527600,528100)	Mt	527850	501	0.055238
(527698,528197)(527700,528199)(527700,528200)	Mt	527950	501	0.053981
(527798,528297)(527800,528299)(527800,528300)	Mt	528050	501	0.056889
(527898,528397)(527900,528399)(527900,528400)	Mt	528150	501	0.054466
(527998,528497)(528000,528499)(528000,528500)	Mt	528250	501	0.054220
(528098,528597)(528100,528599)(528100,528600)	Mt	528350	501	0.056317
(528198,528697)(528200,528699)(528200,528700)	Mt	528450	501	0.056247
(528298,528797)(528300,528799)(528300,528800)	Mt	528550	501	0.054104
(528398,528897)(528400,528899)(528400,528900)	Mt	528650	501	0.053222
(528498,528997)(528500,528999)(528500,529000)	Mt	528750	501	0.053521
(528598,529097)(528600,529099)(528600,529100)	Mt	528850	501	0.055762
(528698,529197)(528700,529199)(528700,529200)	Mt	528950	501	0.055892
(528798,529297)(528800,529299)(528800,529300)	Mt	529050	501	0.058017
(528898,529397)(528900,529399)(528900,529400)	Mt	529150	501	0.058622
(528998,529497)(529000,529499)(529000,529500)	Mt	529250	501	0.061011
(529098,529597)(529100,529599)(529100,529600)	Mt	529350	501	0.060316
(529198,529697)(529200,529699)(529200,529700)	Mt	529450	501	0.060819
(529298,529797)(529300,529799)(529300,529800)	Mt	529550	501	0.058963
(529398,529897)(529400,529899)(529400,529900)	Mt	529650	501	0.058095
(529498,529997)(529500,529999)(529500,530000)	Mt	529750	501	0.053814
(529598,530097)(529600,530099)(529600,530100)	Mt	529850	501	0.050363
(529698,530197)(529700,530199)(529700,530200)	Mt	529950	501	0.049935
(529798,530297)(529800,530299)(529800,530300)	Mt	530050	501	0.049390
(529898,530397)(529900,530399)(529900,530400)	Mt	530150	501	0.053520
(529998,530497)(530000,530499)(530000,530500)	Mt	530250	501	0.053415
(530098,530597)(530100,530599)(530100,530600)	Mt	530350	501	0.056008
(530198,530697)(530200,530699)(530200,530700)	Mt	530450	501	0.055191
(530298,530797)(530300,530799)(530300,530800)	Mt	530550	501	0.055550
(530398,530897)(530400,530899)(530400,530900)	Mt	530650	501	0.054568
(530498,530997)(530500,530999)(530500,531000)	Mt	530750	501	0.054536
(530598,531097)(530600,531099)(530600,531100)	Mt	530850	501	0.051636
(530698,531197)(530700,531199)(530700,531200)	Mt	530950	501	0.054646
(530798,531297)(530800,531299)(530800,531300)	Mt	531050	501	0.054235
(530898,531397)(530900,531399)(530900,531400)	Mt	531150	501	0.051538
(530998,531497)(531000,531499)(531000,531500)	Mt	531250	501	0.052510
(531098,531597)(531100,531599)(531100,531600)	Mt	531350	501	0.052383
(531198,531697)(531200,531699)(531200,531700)	Mt	531450	501	0.051561
(531298,531797)(531300,531799)(531300,531800)	Mt	531550	501	0.054193
(531398,531897)(531400,531899)(531400,531900)	Mt	531650	501	0.055491
(531498,531997)(531500,531999)(531500,532000)	Mt	531750	501	0.054810
(531598,532097)(531600,532099)(531600,532100)	Mt	531850	501	0.054399
(531698,532197)(531700,532199)(531700,532200)	Mt	531950	501	0.055604
(531798,532297)(531800,532299)(531800,532300)	Mt	532050	501	0.059364
(531898,532397)(531900,532399)(531900,532400)	Mt	532150	501	0.060762
(531998,532497)(532000,532499)(532000,532500)	Mt	532250	501	0.061223
(532098,532597)(532100,532599)(532100,532600)	Mt	532350	501	0.062267
(532198,532697)(532200,532699)(532200,532700)	Mt	532450	501	0.064406
(532298,532797)(532300,532799)(532300,532800)	Mt	532550	501	0.060398
(532398,532897)(532400,532899)(532400,532900)	Mt	532650	501	0.059722
(532498,532997)(532500,532999)(532500,533000)	Mt	532750	501	0.059936
(532598,533097)(532600,533099)(532600,533100)	Mt	532850	501	0.060402
(532698,533197)(532700,533199)(532700,533200)	Mt	532950	501	0.056741
(532798,533297)(532800,533299)(532800,533300)	Mt	533050	501	0.059013
(532898,533397)(532900,533399)(532900,533400)	Mt	533150	501	0.063923
(532998,533497)(533000,533499)(533000,533500)	Mt	533250	501	0.063757
(533098,533597)(533100,533599)(533100,533600)	Mt	533350	501	0.063277
(533198,533697)(533200,533699)(533200,533700)	Mt	533450	501	0.063610
(533298,533797)(533300,533799)(533300,533800)	Mt	533550	501	0.062500
(533398,533897)(533400,533899)(533400,533900)	Mt	533650	501	0.056110
(533498,533997)(533500,533999)(533500,534000)	Mt	533750	501	0.055932
(533598,534097)(533600,534099)(533600,534100)	Mt	533850	501	0.060945
(533698,534197)(533700,534199)(533700,534200)	Mt	533950	501	0.063071
(533798,534297)(533800,534299)(533800,534300)	Mt	534050	501	0.062375
(533898,534397)(533900,534399)(533900,534400)	Mt	534150	501	0.060906
(533998,534497)(534000,534499)(534000,534500)	Mt	534250	501	0.060861
(534098,534597)(534100,534599)(534100,534600)	Mt	534350	501	0.056307
(534198,534697)(534200,534699)(534200,534700)	Mt	534450	501	0.050684
(534298,534797)(534300,534799)(534300,534800)	Mt	534550	501	0.050687
(534398,534897)(534400,534899)(534400,534900)	Mt	534650	501	0.051266
(534498,534997)(534500,534999)(534500,535000)	Mt	534750	501	0.051967
(534598,535097)(534600,535099)(534600,535100)	Mt	534850	501	0.053181
(534698,535197)(534700,535199)(534700,535200)	Mt	534950	501	0.053430
(534798,535297)(534800,535299)(534800,535300)	Mt	535050	501	0.054826
(534898,535397)(534900,535399)(534900,535400)	Mt	535150	501	0.057277
(534998,535497)(535000,535499)(535000,535500)	Mt	535250	501	0.056928
(535098,535597)(535100,535599)(535100,535600)	Mt	535350	501	0.055051
(535198,535697)(535200,535699)(535200,535700)	Mt	535450	501	0.055494
(535298,535797)(535300,535799)(535300,535800)	Mt	535550	501	0.054037
(535398,535897)(535400,535899)(535400,535900)	Mt	535650	501	0.048464
(535498,535997)(535500,535999)(535500,536000)	Mt	535750	501	0.048708
(535598,536097)(535600,536099)(535600,536100)	Mt	535850	501	0.048431
(535698,536197)(535700,536199)(535700,536200)	Mt	535950	501	0.050100
(535798,536297)(535800,536299)(535800,536300)	Mt	536050	501	0.051637
(535898,536397)(535900,536399)(535900,536400)	Mt	536150	501	0.052421
(535998,536497)(536000,536499)(536000,536500)	Mt	536250	501	0.052743
(536098,536597)(536100,536599)(536100,536600)	Mt	536350	501	0.053224
(536198,536697)(536200,536699)(536200,536700)	Mt	536450	501	0.053038
(536298,536797)(536300,536799)(536300,536800)	Mt	536550	501	0.052997
(536398,536897)(536400,536899)(536400,536900)	Mt	536650	501	0.052777
(536498,536997)(536500,536999)(536500,537000)	Mt	536750	501	0.054432
(536598,537097)(536600,537099)(536600,537100)	Mt	536850	501	0.029313
(536698,537197)(536700,537199)(536700,537200)	Mt	536950	501	0.019705
